Log file open, 05/03/23 20:20:17
[2023.05.03-18.20.19:954][  0]LogDeviceProfileManager: 	[000005DFAAAF7E00][000005DFAAB52800 52] LinuxArm64Client, 
[2023.05.03-18.20.19:954][  0]LogDeviceProfileManager: 	[000005DFAAAF7400][000005DFAAB95000 52] LinuxServer, 
[2023.05.03-18.20.19:954][  0]LogDeviceProfileManager: 	[000005DFAAAF9800][000005DFAAB80000 52] LinuxArm64Server, 
[2023.05.03-18.20.19:954][  0]LogDeviceProfileManager: 	[000005DFAAAF9C00][000005DFAAB85000 52] Android, 
[2023.05.03-18.20.19:954][  0]LogDeviceProfileManager: 	[000005DFAAAF9E00][000005DFAAB87800 52] Android_Preview_OpenGL, 
[2023.05.03-18.20.19:954][  0]LogDeviceProfileManager: 	[000005DFAAAFA000][000005DFAAB8A000 52] Android_Preview_Vulkan, 
[2023.05.03-18.20.19:954][  0]LogDeviceProfileManager: 	[000005DFAAAFA200][000005DFAAB8C800 52] Android_Low, 
[2023.05.03-18.20.19:954][  0]LogDeviceProfileManager: 	[000005DFAAAFA600][000005DFAAB62800 52] Android_Mid, 
[2023.05.03-18.20.19:954][  0]LogDeviceProfileManager: 	[000005DFAAAFA800][000005DFAABA0000 52] Android_High, 
[2023.05.03-18.20.19:954][  0]LogDeviceProfileManager: 	[000005DFAAAFAC00][000005DFAABA5000 52] Android_Default, 
[2023.05.03-18.20.19:954][  0]LogDeviceProfileManager: 	[000005DFAAAF9A00][000005DFAABA7800 52] Android_Adreno4xx, 
[2023.05.03-18.20.19:954][  0]LogDeviceProfileManager: 	[000005DFAAAF7A00][000005DFAABAA000 52] Android_Adreno5xx_Low, 
[2023.05.03-18.20.19:954][  0]LogDeviceProfileManager: 	[000005DFAAAF8600][000005DFAABAC800 52] Android_Adreno5xx, 
[2023.05.03-18.20.19:954][  0]LogDeviceProfileManager: 	[000005DFAAAFB000][000005DFAAB82800 52] Android_Adreno6xx, 
[2023.05.03-18.20.19:954][  0]LogDeviceProfileManager: 	[000005DFAAAFB200][000005DFAABB0000 52] Android_Adreno6xx_Vulkan, 
[2023.05.03-18.20.19:954][  0]LogDeviceProfileManager: 	[000005DFAAAFB600][000005DFAABB5000 52] Android_Adreno7xx, 
[2023.05.03-18.20.19:954][  0]LogDeviceProfileManager: 	[000005DFAAAFB800][000005DFAABB7800 52] Android_Adreno7xx_Vulkan, 
[2023.05.03-18.20.19:954][  0]LogDeviceProfileManager: 	[000005DFAAAFBC00][000005DFAABBA000 52] Android_Mali_T6xx, 
[2023.05.03-18.20.19:954][  0]LogDeviceProfileManager: 	[000005DFAAAF6400][000005DFAABBC800 52] Android_Mali_T7xx, 
[2023.05.03-18.20.19:954][  0]LogDeviceProfileManager: 	[000005DFAAAF6A00][000005DFAABA2800 52] Android_Mali_T8xx, 
[2023.05.03-18.20.19:954][  0]LogDeviceProfileManager: 	[000005DFAAAF8C00][000005DFAABC0000 52] Android_Mali_G71, 
[2023.05.03-18.20.19:954][  0]LogDeviceProfileManager: 	[000005DFAAAFC000][000005DFAABC5000 52] Android_Mali_G72, 
[2023.05.03-18.20.19:954][  0]LogDeviceProfileManager: 	[000005DFAAAFC200][000005DFAABC7800 52] Android_Mali_G72_Vulkan, 
[2023.05.03-18.20.19:954][  0]LogDeviceProfileManager: 	[000005DFAAAFC600][000005DFAABCA000 52] Android_Mali_G76, 
[2023.05.03-18.20.19:954][  0]LogDeviceProfileManager: 	[000005DFAAAFC800][000005DFAABCC800 52] Android_Mali_G76_Vulkan, 
[2023.05.03-18.20.19:954][  0]LogDeviceProfileManager: 	[000005DFAAAFCC00][000005DFAABB2800 52] Android_Mali_G77, 
[2023.05.03-18.20.19:954][  0]LogDeviceProfileManager: 	[000005DFAAAF5400][000005DFAABD0000 52] Android_Mali_G77_Vulkan, 
[2023.05.03-18.20.19:954][  0]LogDeviceProfileManager: 	[000005DFAAAF8E00][000005DFAABD5000 52] Android_Mali_G78, 
[2023.05.03-18.20.19:954][  0]LogDeviceProfileManager: 	[000005DFAAAFAA00][000005DFAABD7800 52] Android_Mali_G78_Vulkan, 
[2023.05.03-18.20.19:954][  0]LogDeviceProfileManager: 	[000005DFAAAFD000][000005DFAABDA000 52] Android_Mali_G710, 
[2023.05.03-18.20.19:954][  0]LogDeviceProfileManager: 	[000005DFAAAFD200][000005DFAABDC800 52] Android_Mali_G710_Vulkan, 
[2023.05.03-18.20.19:954][  0]LogDeviceProfileManager: 	[000005DFAAAFD600][000005DFAABC2800 52] Android_Xclipse_920, 
[2023.05.03-18.20.19:954][  0]LogDeviceProfileManager: 	[000005DFAAAFD800][000005DFAABE0000 52] Android_Xclipse_920_Vulkan, 
[2023.05.03-18.20.19:954][  0]LogDeviceProfileManager: 	[000005DFAAAFDC00][000005DFAABE5000 52] Android_Vulkan_SM5, 
[2023.05.03-18.20.19:954][  0]LogDeviceProfileManager: 	[000005DFAAAFA400][000005DFAABE7800 52] Android_PowerVR_G6xxx, 
[2023.05.03-18.20.19:954][  0]LogDeviceProfileManager: 	[000005DFAAAFAE00][000005DFAABEA000 52] Android_PowerVR_GT7xxx, 
[2023.05.03-18.20.19:954][  0]LogDeviceProfileManager: 	[000005DFAAAFBA00][000005DFAABEC800 52] Android_PowerVR_GE8xxx, 
[2023.05.03-18.20.19:954][  0]LogDeviceProfileManager: 	[000005DFAAAFE200][000005DFAABD2800 52] Android_PowerVR_GM9xxx, 
[2023.05.03-18.20.19:954][  0]LogDeviceProfileManager: 	[000005DFAAAFE600][000005DFAABF0000 52] Android_PowerVR_GM9xxx_Vulkan, 
[2023.05.03-18.20.19:954][  0]LogDeviceProfileManager: 	[000005DFAAAFEC00][000005DFAABF5000 52] Android_TegraK1, 
[2023.05.03-18.20.19:954][  0]LogDeviceProfileManager: 	[000005DFAAAFDA00][000005DFAABF7800 52] Android_Unknown_Vulkan, 
[2023.05.03-18.20.19:954][  0]LogDeviceProfileManager: 	[000005DFAAAFC400][000005DFAABFA000 52] Oculus_Quest, 
[2023.05.03-18.20.19:954][  0]LogDeviceProfileManager: 	[000005DFAAAFDE00][000005DFAABFC800 52] Oculus_Quest2, 
[2023.05.03-18.20.19:954][  0]LogDeviceProfileManager: 	[000005DFAAAFF000][000005DFAABE2800 52] HoloLens, 
[2023.05.03-18.20.19:954][  0]LogDeviceProfileManager: Active device profile: [000005DFAA28FA00][000005DF99387800 52] WindowsEditor
[2023.05.03-18.20.19:954][  0]LogCsvProfiler: Display: Metadata set : deviceprofile="WindowsEditor"
[2023.05.03-18.20.19:954][  0]LogShaderCompilers: Display: Compiling shader autogen file: ../../../../../Users/cleme/Documents/Pro/ENJMIN/JMIN-M2-LD-IMPLEMENTATION/LD_IMPLEMENTATION/Intermediate/ShaderAutogen/PCD3D_SM5/AutogenShaderHeaders.ush
[2023.05.03-18.20.19:954][  0]LogShaderCompilers: Display: Autogen file is unchanged, skipping write.
[2023.05.03-18.20.19:954][  0]LogShaderCompilers: Display: Compiling shader autogen file: ../../../../../Users/cleme/Documents/Pro/ENJMIN/JMIN-M2-LD-IMPLEMENTATION/LD_IMPLEMENTATION/Intermediate/ShaderAutogen/PCD3D_ES3_1/AutogenShaderHeaders.ush
[2023.05.03-18.20.19:954][  0]LogShaderCompilers: Display: Autogen file is unchanged, skipping write.
[2023.05.03-18.20.19:956][  0]LogTurnkeySupport: Turnkey Platform: Android: (Status=Invalid, Allowed_Sdk=r25b, Current_Sdk=, Allowed_AutoSdk=r25b, Current_AutoSdk=, Flags="Platform_InvalidHostPrerequisites", Error="Android Studio is not installed correctly.|Android SDK directory is not set correctly.")
[2023.05.03-18.20.19:956][  0]LogTurnkeySupport: Turnkey Platform: IOS: (Status=Invalid, MinAllowed_Sdk=1100.0.0.0, MaxAllowed_Sdk=1499.0, Current_Sdk=, Allowed_AutoSdk=13.3, Current_AutoSdk=, Flags="Platform_ValidHostPrerequisites")
[2023.05.03-18.20.19:956][  0]LogTurnkeySupport: Turnkey Platform: Linux: (Status=Invalid, Allowed_Sdk=v20_clang-13.0.1-centos7, Current_Sdk=, Allowed_AutoSdk=v20_clang-13.0.1-centos7, Current_AutoSdk=, Flags="Platform_ValidHostPrerequisites")
[2023.05.03-18.20.19:956][  0]LogTurnkeySupport: Turnkey Platform: LinuxArm64: (Status=Invalid, Allowed_Sdk=v20_clang-13.0.1-centos7, Current_Sdk=, Allowed_AutoSdk=v20_clang-13.0.1-centos7, Current_AutoSdk=, Flags="Platform_ValidHostPrerequisites")
[2023.05.03-18.20.19:957][  0]LogTurnkeySupport: Turnkey Platform: Win64: (Status=Invalid, MinAllowed_Sdk=10.0.00000.0, MaxAllowed_Sdk=10.9.99999.0, Current_Sdk=, Allowed_AutoSdk=10.0.18362.0, Current_AutoSdk=, Flags="Platform_ValidHostPrerequisites")
[2023.05.03-18.20.19:959][  0]LogTurnkeySupport: Running Turnkey device detection: ' -ScriptsForProject="C:/Users/cleme/Documents/Pro/ENJMIN/JMIN-M2-LD-IMPLEMENTATION/LD_IMPLEMENTATION/LD_IMPLEMENTATION.uproject" Turnkey -utf8output -WaitForUATMutex -command=VerifySdk -ReportFilename="C:/Users/cleme/Documents/Pro/ENJMIN/JMIN-M2-LD-IMPLEMENTATION/LD_IMPLEMENTATION/Intermediate/TurnkeyReport_1.log" -log="C:/Users/cleme/Documents/Pro/ENJMIN/JMIN-M2-LD-IMPLEMENTATION/LD_IMPLEMENTATION/Intermediate/TurnkeyLog_1.log" -project="C:/Users/cleme/Documents/Pro/ENJMIN/JMIN-M2-LD-IMPLEMENTATION/LD_IMPLEMENTATION/LD_IMPLEMENTATION.uproject"  -Device=Win64@DESKTOP-AUV5SQB'
[2023.05.03-18.20.19:959][  0]LogMonitoredProcess: Running Serialized UAT: [ cmd.exe /c ""C:/Program Files/UE_5.1/Engine/Build/BatchFiles/RunUAT.bat"  -ScriptsForProject="C:/Users/cleme/Documents/Pro/ENJMIN/JMIN-M2-LD-IMPLEMENTATION/LD_IMPLEMENTATION/LD_IMPLEMENTATION.uproject" Turnkey -utf8output -WaitForUATMutex -command=VerifySdk -ReportFilename="C:/Users/cleme/Documents/Pro/ENJMIN/JMIN-M2-LD-IMPLEMENTATION/LD_IMPLEMENTATION/Intermediate/TurnkeyReport_1.log" -log="C:/Users/cleme/Documents/Pro/ENJMIN/JMIN-M2-LD-IMPLEMENTATION/LD_IMPLEMENTATION/Intermediate/TurnkeyLog_1.log" -project="C:/Users/cleme/Documents/Pro/ENJMIN/JMIN-M2-LD-IMPLEMENTATION/LD_IMPLEMENTATION/LD_IMPLEMENTATION.uproject"  -Device=Win64@DESKTOP-AUV5SQB" -nocompile -nocompileuat ]
[2023.05.03-18.20.19:987][  0]LogTexture: Display: Oodle Texture Encode Speed settings: Fast: RDO Off Lambda=0, Effort=Normal Final: RDO Off Lambda=0, Effort=Normal
